Product Code,Product Label,"UAE export to libya Value in 2022, USD thousands","nnual growth in value uae export to libya between 2018-2022, %, p.a","Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"libya import from world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported libya to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"CO2 emission, Tons ","Uae export to world Value in 2022, USD thousand ","Annual growth in value between Uae export to world  2018-2022, %, p.a. ","Share in world exports, % ",Quantity exported from uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
160431,Caviar, , , , , , , ,, , , , , , ,N/A,855,32,0,18, ,"353,222",
160432,Caviar substitutes prepared from fish eggs, , , , , , , ,, , , , , , ,N/A,74,-12,0,71, ,"29,577",
160510,"Crab, prepared or preserved (excl. smoked)", , , ,0, , , ,,30, ,0,0, , ,N/A,6,-31,0,103, ,"23,990",
160521,"Shrimps and prawns, prepared or preserved, not in airtight containers (excl. smoked)", , , , , , , ,,15, ,0,2, ,"7,500",N/A,297,-37,0,220, ,"9,555",
160529,"Shrimps and prawns, prepared or preserved, in airtight containers (excl. smoked)", , , , , , , ,, , , , , , ,N/A,536,7,0,245, ,"13,392",
160540,"Crustaceans, prepared or preserved (excl. smoked, crabs, shrimps, prawns and lobster)", , , , , , , ,, , , , , , ,N/A,15,74,0,3, ,"12,333",
160551,"Oysters, prepared or preserved (excl. smoked)", , , , , , , ,, , , , , , ,N/A,3,131,0,0, , ,
160553,"Mussels, prepared or preserved (excl. smoked)", , , , , , , ,,153,119,0,56, ,"2,732",N/A, , , ,713, ,"3,525",
160554,"Cuttlefish and squid, prepared or preserved (excl. smoked)", , , , , , , ,,2,1,0,0, , ,N/A,87,19,0,385, ,"8,579",
160555,"Octopus, prepared or preserved (excl. smoked)", , , , , , , ,, , , , , , ,N/A,1,-43,0,49, ,"18,959",
160556,"Clams, cockles and arkshells, prepared or preserved (excl. smoked)", , , , , , , ,, , , , , , ,N/A,1,-24,0,32, ,"4,031",
160559,"Molluscs, prepared or preserved (excl. smoked, oysters, scallops, mussels, cuttle fish, squid, . . .", , , , , , , ,, , , , , , ,N/A,9, ,0,3, ,"9,667",
160569,"Aquatic invertebrates, prepared or preserved (excl. smoked, crustaceans, molluscs, sea cucumbers, . . .", , , , , , , ,,3,-40,0,0, , ,N/A,157,269,0,3, ,"6,333",
170112,Raw beet sugar (excl. added flavouring or colouring), , , ,0, , , ,,187,13,0,138, ,"1,355",N/A,9,-46,0,627, ,475,4
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained . . .", , , , , , , ,,901, ,0,617, ,"1,460",N/A,193,25,0,"2,024", ,885,
170114,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter (excl. cane . . .", , , , , , , ,,321,44,0,286, ,"1,122",N/A,"13,500",63,0,"1,576,102", ,414,
170191,"Refined cane or beet sugar, containing added flavouring or colouring, in solid form", , , ,0, , , ,,23,-75,0,18, ,"1,278",N/A,37,-37,0,"3,284", ,932,
170199,"Cane or beet sugar and chemically pure sucrose, in solid form (excl. cane and beet sugar containing . . .", , , ,0, , , ,,"100,990",12,1,"185,333", ,545,N/A,"111,638",30,1,"243,000", ,503,"15,603"
170211,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, . . .", , , ,0, , , ,,26, ,0,17, ,"1,529",N/A,7,-53,0,"4,108", ,"1,914",
170219,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, . . .", , , , , , , ,, , , , , , ,N/A,83,36,0,254, ,"1,154",
170220,"Maple sugar, in solid form, and maple syrup (excl. flavoured or coloured)", , , ,0, , , ,,5,11,0,1, ,"5,000",N/A,63,-3,0,280, ,"6,479",
170230,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter . . .", , , ,0, , , ,,323,20,0,416, ,776,N/A,326,36,0,"15,250", ,712,-
170240,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, . . .", , , ,0, , , ,,20, ,0,41,Tons,488,N/A,"2,389",61,1,0,Tons, ,
170250,Chemically pure fructose in solid form, , , ,0, , , ,,1, ,0,1, ,"1,000",N/A,23, ,0,693, ,"1,091",
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter . . .", , , ,0, , , ,,1, ,0,0, , ,N/A,"1,181",145,0,"8,282", ,618,
170290,"Sugars in solid form, incl. invert sugar and chemically pure maltose, and sugar and sugar syrup . . .", , , ,0, , , ,,289,-13,0,148, ,"1,953",N/A,"2,992",10,0,"5,926", ,"1,707",44
170310,Cane molasses resulting from the extraction or refining of sugar, , , ,0, , , ,,5,-27,0,0, , ,N/A,"1,503",29,0,0, , ,1
170390,Beet molasses resulting from the extraction or refining of sugar, , , ,0, , , ,,2,-57,0,3, ,667,N/A,43,-31,0,240, ,938,
170410,"Chewing gum, whether or not sugar-coated", , , ,0, , , ,,"6,031",12,1,"1,721", ,"3,504",N/A,454,-15,0,"3,956", ,"5,469",789
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)", , , ,0, , , ,,"22,394",11,0,"7,151",Tons,"3,132",N/A,"5,181",-1,0,"35,141",Tons,"3,098",354
180100,"Cocoa beans, whole or broken, raw or roasted", , , , , , , ,, , , , , , ,N/A,"3,428",264,0,"5,359", ,"2,073",
180310,Cocoa paste (excl. defatted), , , ,0, , , ,,66,192,0,16, ,"4,125",N/A,353,509,0,"2,825", ,"3,225",
180320,"Cocoa paste, wholly or partly defatted", , , , , , , ,, , , , , , ,N/A,2,3,0, , , ,
180400,"Cocoa butter, fat and oil", , , ,0, , , ,,79,254,0,15, ,"5,267",N/A,251,63,0,"5,768", ,"4,627",
180500,"Cocoa powder, not containing added sugar or other sweetening matter", , , ,0, , , ,,"2,264",8,0,870, ,"2,602",N/A,27,-8,0,"6,338", ,"2,997",-
180610,"Cocoa powder, sweetened", , , ,0, , , ,,"1,128",13,0,237, ,"4,759",N/A,168,-9,0,426, ,"7,106",89
180620,"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > . . .", , , ,0, , , ,,"4,418",10,0,"1,240", ,"3,563",N/A,"1,047",-55,0,"8,983", ,"4,543",373
180631,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled", , , ,0, , , ,,"20,714",22,0,"4,481", ,"4,623",N/A,"6,175",-14,0,"16,132", ,"6,102","1,439"
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excl. . . .", , , ,0, , , ,,"18,942",14,0,"3,200",Tons,"5,919",N/A,"9,094",1,0,"7,303",Tons,"7,986","1,867"
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= . . .", , , ,0, , , ,,"80,472",19,1,"17,312",Tons,"4,648",N/A,"22,914",7,0,"40,898",Tons,"5,620","3,268"
190110,"Food preparations for infant use, put up for retail sale, of flour, groats, meal, starch or . . .", , , ,0, , , ,,"58,324",-9,1,"7,884", ,"7,398",N/A,"14,678",-17,0,0, , ,"7,008"
190120,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing . . .", , , ,0, , , ,,"2,150",21,0,666, ,"3,228",N/A,"6,316",10,0,0, , ,298
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing . . .", , , ,0, , , ,,"26,113",7,0,"15,854", ,"1,647",N/A,"16,001",66,0,"99,812", ,"3,139","1,381"
190211,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs", , , ,0, , , ,,105,64,0,49, ,"2,143",N/A,130,-34,0,"1,030", ,"2,452",-
190219,"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs", , , ,0, , , ,,"11,269",-3,0,"11,272", ,"1,000",N/A,"16,661",8,0,"27,307", ,"1,442",189
190220,"Pasta, stuffed with meat or other substances, whether or not cooked or otherwise prepared", , , ,0, , , ,,3,-28,0,0, , ,N/A,481,2,0,"1,972", ,"3,490",-
190230,"Pasta, cooked or otherwise prepared (excl. stuffed)", , , ,0, , , ,,778,82,0,302, ,"2,576",N/A,"2,845",-4,0,"17,610", ,"2,570",6
190240,"Couscous, whether or not prepared", , , ,0, , , ,,179,5,0,166, ,"1,078",N/A,14,-12,0,953, ,"1,804",
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, . . .", , , ,0, , , ,,11,17,0,20, ,550,N/A,43,14,0,"3,107", ,601,
190410,"Prepared foods obtained by swelling or roasting cereals or cereal products, e.g. corn flakes", , , ,0, , , ,,"13,371",24,0,"5,230", ,"2,557",N/A,"1,178",8,0,"14,953", ,"3,721",246
190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes . . ., , , ,0, , , ,,577,0,0,512, ,"1,127",N/A,223,23,0,"2,809", ,"3,759",22
190430,"Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains", , , ,0, , , ,,"1,119",49,1,"1,792", ,624,N/A,198,81,0,"2,505", ,688,-
190490,"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise . . .", , , ,0, , , ,,"1,101",55,0,223, ,"4,937",N/A,414,16,0,"6,193", ,"3,505",16
190510,Crispbread, , , ,0, , , ,,179,-34,0,35, ,"5,114",N/A,25,-25,0,483, ,"3,698",3
190520,"Gingerbread and the like, whether or not containing cocoa", , , ,0, , , ,,100,10,0,18, ,"5,556",N/A,23,43,0,59, ,"5,898",
190531,Sweet biscuits, , , ,0, , , ,,"32,853",10,0,"11,054",Tons,"2,972",N/A,"19,174",2,0,"28,619",Tons,"3,565","1,528"
190532,Waffles and wafers, , , ,0, , , ,,"57,739",23,1,"13,778", ,"4,191",N/A,"66,148",15,1,"13,147", ,"5,328","4,319"
190540,"Rusks, toasted bread and similar toasted products", , , ,0, , , ,,437,-1,0,133, ,"3,286",N/A,775,13,0,"4,449", ,"1,988",18
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion . . .", , , ,0, , , ,,"43,142",13,0,"13,664",Tons,"3,157",N/A,"22,869",17,0,"53,417",Tons,"3,671","1,157"
200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid", , , ,0, , , ,,199,16,0,0, , ,N/A,56,-8,0,0, , ,
200190,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar . . .", , , ,0, , , ,,"7,474",17,0,"3,885", ,"1,924",N/A,356,-24,0,"11,770", ,"1,761",29
200210,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid", , , ,0, , , ,,121,8,0,95, ,"1,274",N/A,160,5,0,"10,495", ,"1,160",-
200290,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excl. whole or in . . .", , , ,0, , , ,,"75,538",3,2,"48,355", ,"1,562",N/A,"4,284",18,0,"34,969", ,"1,116","4,099"
200310,"Mushrooms of the genus ""Agaricus"", prepared or preserved otherwise than by vinegar or acetic . . .", , , ,0, , , ,,"2,558",40,0,975, ,"2,624",N/A,64,-18,0,"4,566", ,"3,473",-
200390,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excl. . . .", , , ,0, , , ,,24,79,0,15, ,"1,600",N/A,42,8,0,326, ,"8,383",
200410,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen", , , ,0, , , ,,"15,364",44,0,"15,184", ,"1,012",N/A,185,-5,0,"103,859", ,"1,114",49
200490,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic . . .", , , ,0, , , ,,295,7,0,292, ,"1,010",N/A,167,-1,0,"4,632", ,"1,561",-
200510,"Homogenised vegetables put up for retail sale as infant food or for dietetic purposes, in containers . . .", , , ,0, , , ,,304,-27,0,300, ,"1,013",N/A,11,-22,0,87, ,"2,149",
200520,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)", , , ,0, , , ,,"16,964",24,1,"3,538", ,"4,795",N/A,"9,983",91,0,"8,636", ,"5,001",89
200540,"Peas ""Pisum Sativum"", prepared or preserved otherwise than by vinegar or acetic acid (excl. . . .", , , ,0, , , ,,136,23,0,149, ,913,N/A,130,4,0,"1,332", ,"1,110",-
200551,"Shelled beans ""Vigna spp., Phaseolus spp."", prepared or preserved otherwise than by vinegar . . .", , , ,0, , , ,,248,-29,0,257, ,965,N/A,"4,884",-1,1,"7,319", ,"1,034",-
200559,"Unshelled beans ""Vigna spp., Phaseolus spp."", prepared or preserved otherwise than by vinegar . . .", , , ,0, , , ,,579,-32,0,636, ,910,N/A,397,9,0,"3,145", ,"1,038",50
200560,"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)", , , , , , , ,, , , , , , ,N/A,4,-8,0,51, ,"3,431",
200570,"Olives, prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)", , , ,0, , , ,,"21,923",35,1,0, , ,N/A,188,10,0,0, , ,48
200580,"Sweetcorn ""Zea Mays var. Saccharata"", prepared or preserved otherwise than by vinegar or acetic . . .", , , ,0, , , ,,447,7,0,423, ,"1,057",N/A,470,8,0,"3,804", ,"1,197",-
200591,"Bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)", , , , , , , ,, , , , , , ,N/A,2,-3,0,151, ,"1,404",
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen . . .", , , , , , , ,,602,-8,0,521, ,"1,155",N/A,"3,633",11,0,"6,610", ,"2,116",
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar ""drained, . . .", , , ,0, , , ,,79,19,0,18, ,"4,389",N/A,228,-7,0,"2,896", ,"2,492",-
200710,"Homogenised preparations of jams, jellies, marmalades, fruit or nut purées and nut pastes, . . .", , , ,0, , , ,,"1,221",-11,0,754, ,"1,619",N/A,147,-18,0,"1,203", ,"3,145",12
200791,"Citrus fruit jams, jellies, marmalades, purées or pastes, obtained by cooking, whether or not . . .", , , ,0, , , ,,37,-21,0,19, ,"1,947",N/A,72,57,0,356, ,"4,402",1
200799,"Jams, jellies, marmalades, purées or pastes of fruit, obtained by cooking, whether or not containing . . .", , , ,0, , , ,,"5,511",0,0,"4,237", ,"1,301",N/A,"11,324",23,0,"18,162", ,"2,111",219
200811,"Groundnuts, prepared or preserved (excl. preserved with sugar)", , , ,0, , , ,,"3,899",20,0,"2,010", ,"1,940",N/A,"1,311",4,0,"14,455", ,"2,165",152
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excl. prepared or preserved with . . .", , , ,0, , , ,,"8,953",43,0,"1,669", ,"5,364",N/A,"4,345",-3,0,"13,159", ,"4,369",94
200820,"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening . . .", , , ,0, , , ,,388,46,0,272, ,"1,426",N/A,29,1,0,"22,373", ,"1,059",7
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening . . .", , , ,0, , , ,,1,-34,0,0, , ,N/A,98,74,0,592, ,"1,573",
200840,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter . . .", , , ,0, , , ,,454,29,0,422, ,"1,076",N/A,3,-14,0,179, ,"1,726",
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening . . .", , , ,0, , , ,,1,-50,0,1, ,"1,000",N/A,4,-27,0,104, ,"2,721",
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening . . .", , , ,0, , , ,,45,27,0,12, ,"3,750",N/A,39,74,0,0, , ,
200870,"Peaches, incl. nectarines, prepared or preserved, whether or not containing added sugar or . . .", , , ,0, , , ,,"2,001",259,0,"1,306", ,"1,532",N/A,2,-28,0,"1,230", ,"1,467",2
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening . . .", , , ,0, , , ,,550,6,0,219, ,"2,511",N/A,16,15,0,113, ,"4,628",
200891,"Palm hearts, prepared or preserved, whether or not containing added sugar or other sweetening . . .", , , , , , , ,, , , , , , ,N/A,9,-19,0,78, ,"3,538",
200893,"Cranberries ""Vaccinium macrocarpon, Vaccinium oxycoccos"" and lingonberries ""Vaccinium vitis-idaea"", . . .", , , , , , , ,, , , , , , ,N/A,22,5,0,391, ,"4,320",
200897,"Mixtures of fruits, nuts and other edible parts of plants, prepared or preserved, whether or . . .", , , , , , , ,,976,-2,0,465, ,"2,099",N/A,101,-15,0,0, , ,
200899,"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added . . .", , , ,0, , , ,,"5,071",22,0,"2,365",Tons,"2,144",N/A,"2,859",32,0,"9,004",Tons,"2,217",
200911,"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening . . .", , , ,0, , , ,,"1,429",-20,0,796, ,"1,795",N/A,125,5,0,"4,085", ,"1,901",19
200912,"Orange juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar . . .", , , ,0, , , ,,975,-13,0,"1,355", ,720,N/A,419,11,0,0, , ,-
200919,"Orange juice, unfermented, whether or not containing added sugar or other sweetening matter . . .", , , ,0, , , ,,"1,633",-24,0,"2,030",Tons,804,N/A,882,-20,0,277,Tons,"1,502",66
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar . . .", , , ,0, , , ,,28,-16,0,21, ,"1,333",N/A, , , ,0, , ,4
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar . . .", , , ,0, , , ,,22,-5,0,27, ,815,N/A,32,-1,0,48, ,"3,167",
200931,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20°C, whether or not containing . . .", , , ,0, , , ,,98,-59,0,76, ,"1,289",N/A,507,36,0,0, , ,85
200939,"Single citrus fruit juice, unfermented, Brix value > 20 at 20°C, whether or not containing . . .", , , ,0, , , ,,90,-28,0,62, ,"1,452",N/A,965,-29,0,0, , ,1
200941,"Pineapple juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar . . .", , , ,0, , , ,,445,-4,0,578, ,770,N/A,73,-2,0,0, , ,-
200949,"Pineapple juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar . . .", , , ,0, , , ,,720,-5,0,0, , ,N/A,301,-29,0,0, , ,-
200950,"Tomato juice, unfermented, whether or not containing added sugar or other sweetening matter . . .", , , ,0, , , ,,20,42,0,27, ,741,N/A,85,10,0,0, , ,
200961,"Grape juice, incl. grape must, unfermented, Brix value <= 30 at 20°C, whether or not containing . . .", , , ,0, , , ,,"1,540",58,1,"1,661", ,927,N/A,3,17,0,168, ,"1,857",-
200969,"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20°C, whether or not containing . . .", , , ,0, , , ,,"2,398",0,0,"1,555",Tons,"1,542",N/A,158,18,0,"2,836",Tons,"1,513",
200971,"Apple juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar or . . .", , , ,0, , , ,,383,-27,0,439, ,872,N/A,488,2,0,0, , ,-
200979,"Apple juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar or . . .", , , ,0, , , ,,"1,044",-2,0,698, ,"1,496",N/A,739,9,0,0, , ,-
200981,"Cranberry or lingonberry ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"" . . .", , , , , , , ,,3,-78,0,22, ,136,N/A,244,0,0,0, , ,
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening . . .", , , , , , , ,,"1,752",-28,0,0,Tons, ,N/A,"4,876",-18,0,0,Tons, ,
200990,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not . . .", , , ,0, , , ,,"12,801",-13,1,"13,646", ,938,N/A,"4,615",1,0,0, , ,"2,140"
210111,"Extracts, essences and concentrates, of coffee", , , ,0, , , ,,"5,989",5,0,660, ,"9,074",N/A,"2,758",-44,0,0, , ,648
210112,"Preparations with a basis of extracts, essences or concentrates of coffee or with a basis of . . .", , , ,0, , , ,,"1,573",40,0,344, ,"4,573",N/A,"33,581",41,1,"7,647", ,"4,649",502
210120,"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these . . .", , , ,0, , , ,,118,16,0,23, ,"5,130",N/A,"1,308",16,0,"2,898", ,"4,792",5
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates . . .", , , ,0, , , ,,8,-4,0,1, ,"8,000",N/A,146,82,0,50, ,"6,180",
210210,Active yeasts, , , ,0, , , ,,"7,032",-4,0,"2,813", ,"2,500",N/A,404,26,0,"2,710", ,"2,871",22
210220,Inactive yeasts; other dead single-cell micro-organisms (excl. packaged as medicaments), , , ,0, , , ,,8,68,0,1, ,"8,000",N/A,36,-29,0,293, ,"4,096",-
210230,Prepared baking powders, , , ,0, , , ,,354,-20,0,128, ,"2,766",N/A,330,0,0,909, ,"3,252",6
210310,Soya sauce, , , ,0, , , ,,23,29,0,8, ,"2,875",N/A,290,-1,0,"5,013", ,"1,259",
210320,Tomato ketchup and other tomato sauces, , , ,0, , , ,,"2,396",21,0,"1,599", ,"1,498",N/A,"6,370",6,0,"13,822", ,"1,325",-
210330,"Mustard flour and meal, whether or not prepared, and mustard", , , ,0, , , ,,15,-22,0,5, ,"3,000",N/A,329,11,0,"2,879", ,"1,675",-
210390,"Preparations for sauces and prepared sauces; mixed condiments and seasonings (excl. soya sauce, . . .", , , ,0, , , ,,"3,685",30,0,"1,149", ,"3,207",N/A,"16,075",13,0,"43,253", ,"2,616",-
210410,Soups and broths and preparations therefor, , , ,0, , , ,,235,4,0,108, ,"2,176",N/A,"7,623",-12,0,"3,078", ,"3,116",15
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, . . .", , , ,0, , , ,,266,-41,0,55, ,"4,836",N/A,"1,575",-20,0,854, ,"2,577",30
210500,"Ice cream and other edible ice, whether or not containing cocoa", , , ,0, , , ,,"1,340",21,0,228, ,"5,877",N/A,"9,373",0,0,"9,433", ,"4,124",224
210610,Protein concentrates and textured protein substances, , , ,0, , , ,,"1,229",-13,0,97, ,"12,670",N/A,832,-27,0,"10,107", ,"7,590",57
210690,"Food preparations, n.e.s.", , , ,0, , , ,,"98,710",24,0,"21,803",No quantity,"4,527",N/A,"25,089",5,0,"173,791",No quantity,"3,669",-
220110,"Mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured", , , ,0, , , ,,"9,295",11,0,"17,034", ,546,N/A,"1,306",-26,0,0, , ,290
220190,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice . . .", , , ,0, , , ,,520,4,0,0,Tons, ,N/A,"2,040",41,0,0,Tons, ,5
220210,"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption . . .", , , ,0, , , ,,"29,883",0,0,0,No quantity, ,N/A,"46,392",14,0,0,No quantity, ,"1,024"
220291,Non-alcoholic beer <= 0.5% vol alc, , , , , , , ,,"1,062",25,0,"1,187",Tons,895,N/A,"2,717",-15,1,0,Tons, ,
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)", , , , , , , ,,"24,183",-7,0,0,No quantity, ,N/A,"11,276",-13,0,0,No quantity, ,
220300,Beer made from malt, , , ,0, , , ,, , , , ,Tons, ,N/A,"2,227",-12,0,0,Tons, ,1
220410,Sparkling wine of fresh grapes, , , , , , , ,, , , , , , ,N/A,"1,127",26,0,0, , ,
220421,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested . . .", , , ,0, , , ,,18,15,0,5, ,"3,600",N/A,"2,281",0,0,0, , ,-
220422,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested . . .", , , , , , , ,, , , , , , ,N/A,45,-3,0,0, , ,
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested . . .", , , ,0, , , ,,2, ,0,0, , ,N/A,137,-18,0,0, , ,
220430,"Grape must, of an actual alcoholic strength of > 0,5% vol (excl. grape must whose fermentation . . .", , , , , , , ,, , , , , , ,N/A,178, ,0,0, , ,
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers . . .", , , , , , , ,, , , , , , ,N/A,52,-19,0,0, , ,
220600,"Cider, perry, mead, saké and other fermented beverages and mixtures of fermented beverages . . .", , , ,0, , , ,,34, ,0,31, ,"1,097",N/A,228,25,0,0, , ,
220710,"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%", , , ,0, , , ,,552,139,0,472, ,"1,169",N/A,720,-26,0,0, , ,
220720,Denatured ethyl alcohol and other spirits of any strength, , , ,0, , , ,,107,22,0,0, , ,N/A,"1,266",-11,0,0, , ,50
220820,Spirits obtained by distilling grape wine or grape marc, , , , , , , ,, , , , , , ,N/A,"7,879",-21,0,0, , ,
220830,Whiskies, , , ,0, , , ,,88, ,0,6, ,"14,667",N/A,"44,444",16,0,0, , ,
220840,Rum and other spirits obtained by distilling fermented sugar-cane products, , , , , , , ,, , , , , , ,N/A,382,-13,0,0, , ,
220850,Gin and Geneva, , , , , , , ,, , , , , , ,N/A,889,-4,0,0, , ,
220860,Vodka, , , ,0, , , ,,32,4,0,0, , ,N/A,"2,224",14,0,0, , ,-
220870,Liqueurs and cordials, , , , , , , ,, , , , , , ,N/A,"7,321",54,0,0, , ,
220890,"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous . . .", , , , , , , ,, , , , , , ,N/A,270,-24,0,0, , ,3
220900,"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid", , , ,0, , , ,,264,20,0,296, ,892,N/A,551,-8,0,0, , ,-
230120,"Flours, meals and pellets of fish or crustaceans, molluscs or other aquatic invertebrates, . . .", , , , , , , ,, , , , , , ,N/A,"2,235",-16,0,117, ,"1,034",
230210,"Bran, sharps and other residues of maize ""corn"", whether or not in the form of pellets, derived . . .", , , ,0, , , ,,21,-4,0,10, ,"2,100",N/A,949, ,0,"7,815", ,218,
230230,"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from . . .", , , ,0, , , ,,84,42,0,97, ,866,N/A,"1,191",21,0,"58,248", ,160,
230240,"Bran, sharps and other residues of cereals, whether or not in the form of pellets, derived . . .", , , ,0, , , ,,121,-35,0,0, , ,N/A,12,188,0,714, ,189,17
230250,"Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, . . .", , , , , , , ,, , , , , , ,N/A,325,12,0,174, ,86,
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting . . .", , , ,0, , , ,,"2,475",-49,0,"5,000", ,495,N/A,"4,579",10,0,"133,554", ,486,"1,152"
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting . . .", , , , , , , ,, , , , , , ,N/A,614,8,0,"1,042", ,127,
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting . . .", , , ,0, , , ,,83,-21,0,301, ,276,N/A,1,-55,0,"5,101", ,123,
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting . . .", , , , , , , ,, , , , , , ,N/A,"203,406",375,5, , , ,
230649,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting . . .", , , , , , , ,, , , , , , ,N/A,"6,393",-37,1,"1,944", ,339,
230650,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting . . .", , , , , , , ,, , , , , , ,N/A,5,70,0,645, ,"1,243",
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting . . .", , , ,0, , , ,,8, ,0,60, ,133,N/A, , , ,225, ,791,
230690,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting . . .", , , , , , , ,, , , , , , ,N/A,114,-41,0,"3,494", ,962,
