,,United Arab Emiratess exports to Egypt,,,Egypt's imports from world,,,,United Arab Emiratess exports to world,,,
Product code,Product label,Value in 2020,Value in 2021,Value in 2022,,Value in 2020,Value in 2021,Value in 2022,,Value in 2020,Value in 2021,Value in 2022
721650,"Sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded ...",38,20,,,19533,18293,33435,,5498,6688,1353
721699,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further ...",65,21,,,1181,836,1517,,4375,6734,47804
721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excl. ...",1,0,,,4580,8742,13924,,5791,17203,777
721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excl. bars and rods)",0,109,,,6039,6351,6807,,21663,48765,25145
721899,Semi-finished products of stainless steel (excl. of rectangular [other than square] cross-section),81,7,,,115,55,265,,1510,1069,2432
721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,1,,,1428,696,3868,,892,1256,53
721924,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,,,697,1061,2961,,45,250,227
722300,"Wire of stainless steel, in coils (excl. bars and rods)",30,66,,,1924,1843,2296,,8713,13498,14230
722519,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",0,0,,,1300,2380,2283,,1940,1360,864
722530,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",0,0,,,0,109,0,,469,5095,7
722540,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",340,101,,,733,4714,4129,,20594,23931,4797
722611,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...",260,502,,,2333,1322,5129,,16252,20272,12052
730300,"Tubes, pipes and hollow profiles, of cast iron",3810,6155,,,11084,14221,9110,,165021,209502,38972
730419,"Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel (excl. products ...",774,2784,,,39177,47020,59326,,41756,53072,18792
847210,"Duplicating machines ""hectograph or stencil"" (excl. printing machines and photocopying or thermo-copying ...",0,0,,,10,11,0,,654,409,13
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened ...",0,0,,,11088,10664,14035,,2020,564,979
847710,Injection-moulding machines for working rubber or plastics,45,0,,,47365,53102,57713,,4642,3343,4649
847810,"Machinery for preparing or making up tobacco (excl. dryers and other heating equipment, centrifuges ...",0,0,,,4,337,1,,13900,15960,4197
847960,"Evaporative air coolers, n.e.s.",11,0,,,7091,10665,11778,,2351,3496,1559
847990,"Parts of machines and mechanical appliances, n.e.s.",1641,1900,,,9073,9415,17492,,659528,329962,18194
848030,Moulding patterns (excl. moulds of graphite or other carbons and ceramic or glass moulds),0,3,,,2590,2525,3217,,418,509,2151
848041,Injection or compression-type moulds for metal or metal carbides (excl. moulds of graphite ...,0,0,,,1426,2848,2408,,496,93,71
848079,Moulds for rubber or plastics (other than injection or compression types),602,142,,,23952,36733,31525,,7035,5295,937
848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated ...,3,1,,,787,2590,180,,249,237,408
850133,DC motors and DC generators of an output > 75 kW but <= 375 kW (excl. photovoltaic generators),60,0,,,410,557,1013,,956,407,783
850140,"AC motors, single-phase, of an output > 37,5 W",131,343,,,41788,41923,48935,,11553,16438,633
850162,"AC generators ""alternators"", of an output > 75 kVA but <= 375 kVA (excl. photovoltaic generators)",476,255,,,2063,2490,1770,,5822,7315,5852
850213,"Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel ...",830,863,,,65353,52552,43869,,204989,205961,12344
850220,Generating sets with spark-ignition internal combustion piston engine,219,1850,,,65601,13334,6503,,48681,76551,4112
850410,Ballasts for discharge lamps or tubes,50,28,,,5373,6887,4573,,6994,6942,177
850434,Transformers having a power handling capacity > 500 kVA (excl. liquid dielectric transformers),2,12,,,19848,7881,14148,,6926,7353,1105
850440,Static converters,14682,25854,,,125731,132541,141716,,240421,375002,26165
850610,Manganese dioxide cells and batteries (excl. spent),297,1314,,,4551,3161,4049,,17209,17164,222
850660,Air-zinc cells and batteries (excl. spent),0,0,,,786,827,1011,,1463,3471,50
850940,"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained ...",5833,11346,,,19778,35946,10873,,98958,117674,3037
851210,Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps ...,0,63,,,38,17,55,,278,381,42
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",23,54,,,2445,2308,2443,,8447,12447,774
851631,Electric hairdryers,724,410,,,2358,1259,675,,27945,23201,2902
851660,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, ...",1630,3332,,,6845,11750,5646,,55931,73766,4853
851690,"Parts of electric water heaters, immersion heaters, space-heating apparatus and soil-heating ...",554,599,,,18706,20669,27879,,7372,8834,469
851761,"Base stations of apparatus for the transmission or reception of voice, images or other data",144,210,,,6260,4397,3520,,58642,44104,4496
851771,"Aerials and aerial reflectors of all kinds, of telephone sets, telephones for cellular networks ...",0,0,,,0,0,3449,,0,0,4313
851821,"Single loudspeakers, mounted in their enclosures",1825,2306,,,17338,14791,10473,,30262,39229,3206
851850,Electric sound amplifier sets,280,233,,,1536,1563,1579,,6866,8956,565
852329,Magnetic media for the recording of sound or of other phenomena (excl. cards incorporating ...,396,138,,,1803,720,12694,,4837,4339,357
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excl. solid-state ...",1062,1717,,,10686,844,432,,8706,6303,770
852550,"Transmission apparatus for radio-broadcasting or television, not incorporating reception apparatus",216,4,,,282,247,1204,,4156,4123,2309
852582,"Television cameras, digital cameras and video camera recorders, radiation-hardened or radiation-tolerant ...",0,0,,,0,0,111,,0,0,1714
852691,Radio navigational aid apparatus,802,1042,,,1553,163,2135,,21929,33588,4112
852712,"Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, ...",0,0,,,343,897,382,,452,870,17
852719,"Radio-broadcast receivers capable of operating without an external source of power, not combined ...",29,33,,,298,73,12,,89123,2170,268
852792,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",0,0,,,,,,,185,113,7
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing ...,1652,3010,,,0,0,131,,52701,41815,2872
853210,Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power-handling ...,26,13,,,3208,5501,5267,,8943,8771,2348
853223,"Fixed electrical capacitors, ceramic dielectric, single layer (excl. power capacitors)",1,0,,,74,235,621,,47,6,16
853225,"Fixed electrical capacitors, dielectric of paper or plastics (excl. power capacitors)",83,76,,,254,598,1457,,450,674,135
853329,Fixed electrical resistors for a power handling capacity > 20 W (excl. heating resistors),13,0,,,8760,10313,12296,,579,782,133
853339,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",16,6,,,971,449,261,,675,1057,51
853400,Printed circuits,76,34,,,10579,11150,20847,,3599,4009,1790
853620,Automatic circuit breakers for a voltage <= 1.000 V,458,1340,,,72747,72032,79899,,113376,125671,2313
853661,Lamp holders for a voltage <= 1.000 V,1,32,,,1516,1455,1281,,1305,2198,114
853670,"Connectors for optical fibres, optical fibre bundles or cables",706,990,,,1941,4590,3357,,6376,11231,558
853932,Mercury or sodium vapour lamps; metal halide lamps,43,7,,,2261,1438,1608,,4838,3697,44
853941,Arc lamps,28,81,,,123,70,36,,1441,1894,19
853990,"Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red ...",5,11,,,11355,14430,14157,,1356,2641,752
854089,"Electronic valves and tubes (excl. receiver or amplifier valves and tubes, microwave tubes, ...",5,0,,,76,135,109,,614,155,510
854129,Transistors with a dissipation rate >= 1 W (excl. photosensitive transistors),14,5,,,339,2131,2566,,1276,1330,1550
854232,Electronic integrated circuits as memories,263,238,,,1179,10947,11048,,9319,5961,2591
854239,"Electronic integrated circuits (excl. such as processors, controllers, memories and amplifiers)",403,193,,,2130,19546,77644,,34862,39055,4145
854290,"Parts of electronic integrated circuits, n.e.s.",264,111,,,5085,9294,15302,,2321,13210,1509
854519,"Electrodes of graphite or other carbon, for electrical purposes (excl. those used for furnaces)",988,15,,,964,2359,8278,,2488,877,29
854520,Carbon brushes for electrical purposes,17,10,,,1163,1175,1558,,2093,1511,114
854690,Electrical insulators (excl. those of glass or ceramics and insulating fittings),918,1095,,,9343,6715,8732,,9574,12557,3089
860310,"Self-propelled railway or tramway coaches, vans and trucks, powered from an external source ...",0,0,,,45142,199954,63741,,12193,183,
860630,Railway or tramway self-discharging goods vans and wagons (excl. tank wagons and the like and ...,0,0,,,,,,,0,0,
860692,"Railway or tramway goods vans and wagons, open, with non-removable sides of a height > 60 cm ...",0,0,,,260,0,0,,0,2,
870290,"Motor vehicles for the transport of >= 10 persons, incl. driver (excl. with diesel engine or ...",1659,959,,,11308,35081,1554,,56536,84507,4306
870324,Motor cars and other motor vehicles principally designed for the transport of ...,44108,47249,,,55819,61366,58415,,2801910,2631579,203801
870332,Motor cars and other motor vehicles principally designed for the transport of ...,271,22,,,29879,3496,2646,,17829,18972,26327
870431,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",11055,12949,,,21955,31729,9925,,274770,481227,23683
870442,"Motor vehicles for the transport of goods, with both compression-ignition internal combustion ...",0,0,,,,,,,0,0,34
600539,"Printed warp knit fabrics of synthetic fibres ""incl. those made on galloon knitting machines"", ...",239,265,,,0,0,118,,3346,3810,29
600541,"Unbleached or bleached warp knit fabrics of artificial fibres ""incl. those made on galloon ...",0,0,,,25,0,0,,1,0,
600621,"Unbleached or bleached cotton fabrics, knitted or crocheted, of a width of > 30 cm (excl. warp ...",0,0,,,6354,9262,6835,,13,110,207
600623,"Cotton fabrics, knitted or crocheted, of yarns of different colours, of a width of > 30 cm ...",0,0,,,120,470,501,,60,21,40
610130,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",258,318,,,30,5,23,,4492,4747,188
610310,"Men's or boys' suits of textile materials, knitted or crocheted (excl. tracksuits, ski suits ...",8,1,,,4,5,2,,461,1627,87
610322,"Men's or boys' ensembles of cotton, knitted or crocheted (excl. ski ensembles and swimwear)",42,56,,,0,76,0,,2527,5084,33
610339,"Men's or boys' jackets and blazers of textile materials (excl. of wool, fine animal hair, cotton ...",18,71,,,89,9,427,,4098,2388,132
610342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of cotton, knitted or ...",1256,2275,,,8,438,1437,,48760,71501,1357
610441,"Women's or girls' dresses of wool or fine animal hair, knitted or crocheted (excl. petticoats)",0,20,,,0,5,0,,1279,1406,178
610510,"Men's or boys' shirts of cotton, knitted or crocheted (excl. nightshirts, T-shirts, singlets ...",1089,2010,,,329,293,343,,24611,33697,999
610729,"Men's or boys' nightshirts and pyjamas of textile materials, knitted or crocheted (excl. of ...",0,1,,,0,0,0,,964,1099,4
870892,"Silencers ""mufflers"" and exhaust pipes, and parts thereof, for tractors, motor vehicles for ...",30,22,,,3760,4211,5424,,7042,8840,934
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",1207,690,,,10954,6542,5967,,63329,76520,2816
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",26495,44999,,,176930,117980,123654,,1557162,1851402,100425
871000,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, ...",0,0,,,15227,3223,23,,560,2565,16320
871500,"Baby carriages and parts thereof, n.e.s.",140,192,,,1613,1536,1416,,14198,19550,327
871690,"Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.",163,476,,,16453,14567,13605,,16239,20587,2003
880621,"Unmanned aircraft, for remote-controlled flight only, with maximum take-off weight <= 250 g",0,0,,,,,,,0,0,37
900130,Contact lenses,277,324,,,3483,4425,4138,,17029,22641,132
900510,Binoculars,3,6,,,13,11,36,,1000,670,603
901010,Apparatus and equipment for automatically developing photographic or cinematographic film or ...,2,0,,,408,130,60,,180,628,76
901380,"Optical appliances and instruments, n.e.s. in chapter 90",1408,71,,,419,578,176,,16503,6190,417
901410,Direction finding compasses,15,1,,,173,10,24,,1304,1816,160
902110,Orthopaedic or fracture appliances,20,110,,,4128,8708,5926,,6542,12852,1966
902129,Dental fittings (excl. artificial teeth),122,352,,,6506,14628,11818,,3986,8617,5301
902511,"Thermometers, liquid-filled, for direct reading, not combined with other instruments",3,17,,,4083,1237,601,,910,803,74
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excl. regulators),2448,2948,,,7294,11073,6992,,58638,61083,8687
902710,Gas or smoke analysis apparatus,1429,860,,,8033,7888,5009,,20588,21792,851
902890,"Parts and accessories for gas, liquid or electricity supply or production meters, n.e.s.",2,9,,,11708,15047,28867,,1526,1680,105
903033,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",37,100,,,2308,4891,3258,,4920,5499,473
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",85,55,,,293,760,438,,5272,6498,6236
910191,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",0,0,,,0,45,0,,945,1626,2107
761300,Aluminium containers for compressed or liquefied gas,49,107,,,1349,2138,1589,,2436,2653,1856
761410,"Stranded wire, cables, plaited bands and the like, of aluminium, with steel core (excl. such ...",2,37,,,9192,4275,6739,,6848,2258,1406
761519,"Table, kitchen or other household articles, parts thereof, of aluminium (excluding pot scourers ...",0,0,,,,,,,0,0,10
810199,"Articles of tungsten, n.e.s.",14,0,,,115,1,33,,419,283,28
810299,"Articles of molybdenum, n.e.s.",0,0,,,15,0,0,,5,377,203
810390,"Articles of tantalum, n.e.s.",0,0,,,13,1,0,,0,0,
810399,"Articles of tantalum, n.e.s.",0,0,,,,,,,0,0,
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,0,0,,,2088,66,80,,248,4267,3846
841912,Solar water heaters,0,0,,,0,0,196,,0,0,121
841919,"Instantaneous or storage water heaters, non-electric (excl. instantaneous gas water heaters, ...",0,0,,,2471,2970,2653,,4018,6055,223
841932,"Dryers for wood, paper pulp, paper or paperboard",0,0,,,1496,1723,0,,21,202,
841939,"Dryers (excl. lyophilisation apparatus, freeze drying units, spray dryers, dryers for agricultural ...",26,120,,,12618,12500,15087,,2284,3909,2862
841940,Distilling or rectifying plant,1,1,,,1963,3626,3723,,5706,7711,5140
842123,Oil or petrol-filters for internal combustion engines,1135,2176,,,53341,36608,35630,,125046,150076,12474
842129,Machinery and apparatus for filtering or purifying liquids (excl. such machinery and apparatus ...,651,570,,,72572,76948,42681,,42337,42075,22056
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,3195,2982,,,34909,42011,44734,,278255,513235,32240
842381,Weighing machinery having a maximum weighing capacity <= 30 kg (excl. balances of a sensitivity ...,0,1,,,2434,2246,671,,1090,1059,183
842649,"Mobile cranes and works trucks fitted with a crane, self-propelled (excl. those on tyres and ...",2142,10172,,,13639,25758,15618,,35590,43463,4820
842699,"Ships' derricks; cranes, incl. cable cranes (excl. overhead travelling cranes, transporter ...",0,172,,,1129,770,749,,4328,2094,631
910219,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",9,29,,,1432,3100,3752,,10573,39348,2525
911012,"Incomplete watch movements, assembled",0,0,,,,,,,10,91,
911490,"Clock or watch parts, n.e.s.",2,1,,,1419,1355,1229,,1130,1921,265
920930,Musical instrument strings,32,21,,,54,16,10,,199,307,16
930630,"Cartridges for smooth-barrelled shotguns, revolvers and pistols and cartridges for riveting ...",0,0,,,227,2096,638,,8,2859,2210
610799,"Men's or boys' bathrobes, dressing gowns and similar articles of textile materials, knitted ...",2,4,,,157,0,0,,237,820,44
611212,"Track-suits of synthetic fibres, knitted or crocheted",261,251,,,0,114,349,,4816,7888,41
611219,"Track-suits of textile materials, knitted or crocheted (excl. cotton or synthetic fibres)",0,0,,,1,0,1,,155,402,34
940340,Wooden furniture for kitchens (excl. seats),186,406,,,1233,1892,1235,,18530,24835,1797
940350,Wooden furniture for bedrooms (excl. seats),1113,2998,,,852,1375,970,,55424,83780,7507
940429,"Mattresses, fitted with springs or stuffed or internally filled with any material (excl. cellular ...",14,1,,,1118,278,476,,10886,20823,4414
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,487,272,,,10660,9476,0,,32793,33963,3160
940519,Chandeliers and other electric ceiling or wall lighting fittings (excl. for lighting public ...,0,0,,,0,0,1047,,0,0,1139
940531,"Lighting strings of a kind used for Christmas trees, solely for light-emitting diode ""LED"" ...",0,0,,,0,0,1523,,0,0,52
940560,"Illuminated signs, illuminated nameplates and the like, with a permanently fixed light source",1029,570,,,8281,8298,0,,16789,14600,607
940569,"Illuminated signs, illuminated nameplates and the like, with a permanently fixed light source ...",0,0,,,0,0,191,,0,0,903
950510,"Christmas articles (excl. candles and electric lighting sets, natural Christmas trees and Christmas ...",9,3,,,1566,1834,2230,,884,1607,503
950632,Golf balls,0,14,,,20,44,53,,224,388,124
950659,"Badminton and similar rackets, whether or not strung (other than tennis rackets and table-tennis ...",0,8,,,89,152,132,,222,467,155
950662,Inflatable balls,135,173,,,2610,4407,4244,,4303,7428,355
950669,"Balls (excl. inflatable, tennis balls, golf balls, and table-tennis balls)",4,29,,,88,141,168,,569,1111,271
950699,Articles and equipment for sport and outdoor games n.e.s; swimming and paddling pools,61,87,,,4632,5027,6700,,8612,19787,4015
960110,"Worked ivory and articles of ivory, n.e.s.",0,0,,,0,2,0,,1,1,
960390,Mops and leather dusters; prepared knots and tufts for broom or brush making; squeegees of ...,38,29,,,7616,8395,8981,,7909,9673,790
960711,Slide fasteners fitted with chain scoops of base metal,0,0,,,2939,5146,4018,,208,159,38
960899,"Parts of ball-point pens, felt-tipped and other porous-tipped pens and markers, fountain pens ...",3,2,,,2401,1988,4466,,2209,2343,234
961000,"Slates and boards, with writing or drawing surfaces, whether or not framed",0,0,,,615,523,534,,2001,1216,166
961400,"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s.",15,70,,,323,604,136,,6962,2402,540
970199,"Collages and similar decorative plaques (excl. over 100 years old, and mosaics)",0,0,,,0,0,0,,0,0,6526
970531,"Collections and collectors’ pieces of numismatic interest, over 100 years old",0,0,,,,,,,0,0,238
999999,Commodities not elsewhere specified,917,688,,,1701192,6179230,1919154,,43215,31917,2536199
842952,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360° revolving su ...",754,2590,,,374,5366,5149,,60875,106513,11938
843139,"Parts of machinery of heading 8428, n.e.s.",528,826,,,3650,3331,14803,,22335,32788,4929
843210,"Ploughs for use in agriculture, horticulture or forestry",0,6,,,1815,1926,566,,609,1656,963
843229,"Harrows, scarifiers, cultivators, weeders and hoes for use in agriculture, horticulture or ...",0,0,,,2072,1443,728,,4,7,193
843231,"No-till direct seeders, planters and transplanters",0,0,,,0,0,1105,,5,1,23
843241,Manure spreaders (excl. sprayers),0,0,,,0,0,394,,15,1,6
843330,Haymaking machinery (excl. mowers),0,0,,,161,239,166,,6,11,20
843590,"Parts of presses, crushers and similar machinery used in the manufacture of wine, cider, fruit ...",0,0,,,2,26,12,,832,133,14
843890,"Parts of machinery for the industrial preparation or manufacture of food or drink, n.e.s.",405,339,,,5615,7465,4509,,3816,3974,1852
843930,Machinery for finishing paper or paperboard (excl. calenders),0,0,,,3514,3168,2022,,330,635,76
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",7922,12391,,,15595,25571,13607,,162346,168294,17740
844621,"Power looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,,,3014,4653,648,,116,339,
480540,"Filter paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,10,,,916,625,1690,,150,156,67
480640,"Glassine and other glazed transparent or translucent papers, in rolls of a width > 36 cm or ...",0,0,,,659,458,439,,175,83,18
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment ...",86,708,,,2,3,4,,5275,10931,236
481910,"Cartons, boxes and cases, of corrugated paper or paperboard",5086,7158,,,5844,9708,14382,,87764,95203,14648
482090,"Blotting pads and similar articles of stationery, of paper and paperboard, and book covers ...",4,2,,,82,21,140,,7453,5210,831
482290,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",36,55,,,5158,5577,5765,,4161,12267,1241
730449,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...",212,64,,,2282,2825,3455,,12240,6449,543
730539,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",0,0,,,38,6672,42691,,920,249,935
730619,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of iron ...",7,2,,,241286,70717,156628,,241735,8056,8003
730640,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel (excl. ...",1,119,,,7843,9099,11150,,15700,12569,1816
730661,"Tubes and pipes and hollow profiles, welded, of square or rectangular cross-section, of iron ...",0,7,,,2624,3528,11006,,18807,39080,46076
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excl. composite sheetpiling ...",318,2332,,,16520,16118,25056,,103610,130515,85611
731010,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",52,275,,,2672,2219,3110,,36295,18782,5710
731029,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",28,9,,,5850,10565,13891,,10618,11048,6810
731290,"Plaited bands, slings and the like, of iron or steel (excl. electrically insulated products)",105,43,,,4996,3455,3913,,2735,7783,1160
731512,Articulated link chain of iron or steel (excl. roller chain),3,36,,,5130,5740,4747,,4238,2171,459
731520,"Skid chain for motor vehicles, of iron or steel",5,2,,,120,63,105,,937,3651,777
731600,"Anchors, grapnels and parts thereof, of iron or steel",0,103,,,1039,156,382,,1388,2879,509
340490,"Artificial waxes and prepared waxes (excl. poly""oxyethylene"" [polyethylene glycol] waxes)",170,72,,,5827,7218,11589,,4919,4072,9978
350110,Casein,0,1,,,14744,12346,9234,,1,52,
350220,"Milk albumin ""lactalbumin"", incl. concentrates of two or more whey proteins containing by weight ...",0,0,,,334,1832,1813,,318,211,294
360330,Percussion caps (excl. cartridge cases with percussion caps),0,0,,,,,,,0,0,
370120,"Instant print film in the flat, sensitised, unexposed, whether or not in packs",24,191,,,27,126,81,,6631,6654,400
370241,"Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, ...",0,0,,,,,,,54,105,18
370298,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,,,,,,,1,1,1
370320,"Photographic paper, paperboard and textiles, sensitised, unexposed, for colour photography ...",142,229,,,1753,2391,1619,,5821,9422,346
370710,"Sensitising emulsions ""for photographic uses""",0,36,,,458,609,420,,259,124,19
380110,"Artificial graphite (excl. retort graphite, retort carbon and goods of artificial graphite, ...",0,0,,,860,983,733,,137,60,10453
380510,"Gum, wood or sulphate turpentine oils",0,0,,,370,81,191,,50,228,112
380610,Rosin and resin acids,26,0,,,1385,1766,1211,,355,335,84
380891,"Insecticides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",1,0,,,29279,18447,26236,,13662,14792,10678
380992,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,0,,,4814,5695,6220,,54,116,1
381700,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ...,160,0,,,3711,18348,6845,,15768,18819,36373
382213,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",0,0,,,0,0,6590,,0,0,66
382311,"Stearic acid, industrial",0,0,,,10092,18206,22847,,590,707,3
382478,"Mixtures containing perfluorocarbons ""PFCs"" or hydrofluorocarbons ""HFCs"", but not containing ...",12,611,,,4853,2042,0,,10469,17595,294
382482,"Mixtures and preparations containing polychlorinated biphenyls ""PCBs"", polychlorinated terphenyls ...",0,0,,,207,0,21232,,74,43,
551429,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,,,541,0,0,,244,64,1042
382485,"Mixtures and preparations containing 1,2,3,4,5,6-hexachlorocyclohexane ""HCH ""ISO"""", including ...",0,0,,,0,0,222,,1,0,
382510,Municipal waste,0,0,,,,,,,1,0,1
382764,"Mixtures containing other hydrofluorocarbons ""HFCs"" than in subheadings of 3827 till 3827.59, ...",0,0,,,,,,,0,0,12
390461,"Polytetrafluoroethylene, in primary forms",0,2,,,1804,1005,939,,83,214,12
390769,"Poly""ethylene terephthalate"", in primary forms, having a viscosity number of < 78 ml/g",42,0,,,0,0,45197,,8282,31615,5410
390770,"Poly""lactic acid"", in primary forms",0,0,,,27,58,71,,104,150,32
390890,"Polyamides, in primary forms (excl. polyamides-6, -11, -12, -6,6, -6,9, -6,10 and -6,12)",1,243,,,6337,5544,7850,,6141,7004,1906
390931,"Poly""methylene phenyl isocyanate"" ""crude MDI, polymeric MDI"", in primary forms",213,2570,,,0,0,68302,,50680,80493,2682
391610,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",5,4,,,376,170,901,,538,1509,2503
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""ethylene terephthalate"", not reinforced, ...",14,6802,,,6279,13321,24645,,43047,96061,72539
392321,"Sacks and bags, incl. cones, of polymers of ethylene",23,34,,,4857,7359,8704,,29392,27921,15042
392340,"Spools, cops, bobbins and similar supports, of plastics",0,13,,,690,889,781,,524,800,415
392610,"Office or school supplies, of plastics, n.e.s.",66,40,,,3342,3378,4662,,20905,59373,1670
392640,"Statuettes and other ornamental articles, of plastics",30,78,,,2684,2730,2043,,4930,27567,1008
400299,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...",8,28,,,2844,1944,4719,,3977,4159,517
400599,"Compounded, unvulcanised rubber in primary forms (excl. solutions and dispersions, those containing ...",0,0,,,528,2968,928,,226,624,277
400819,"Rods and profile shapes, of cellular rubber",2,48,,,107,281,594,,490,591,680
400931,"Tubes, pipes and hoses, of vulcanised rubber (excl. hard rubber), reinforced or otherwise combined ...",174,259,,,4036,3355,4020,,10151,14645,992
401519,"Gloves, mittens and mitts, of vulcanised rubber (excl. of a kind used for medical, surgical, ...",33,112,,,10216,22271,15619,,7408,17782,4636
401693,"Gaskets, washers and other seals, of vulcanised rubber (excl. hard rubber and those of cellular ...",1974,2945,,,28779,32355,31712,,93920,97191,14587
410449,"Hides and skins of bovine ""incl. buffalo"" or equine animals, in the dry state ""crust"", without ...",0,0,,,0,0,0,,2,5,7
410719,"Leather ""incl. parchment-dressed leather"" of the whole hides and skins of bovine ""incl. buffalo"" ...",0,0,,,35,13,108,,4,2,102
411310,"Leather further prepared after tanning or crusting ""incl. parchment-dressed leather"", of goats ...",0,0,,,0,0,0,,75,3,47
430219,"Tanned or dressed furskins, whole, with or without heads, tails or paws, not assembled (excl. ...",0,0,,,16,2,0,,68,23,
430390,"Articles of furskin (excl. articles of apparel, clothing accessories and goods of chapter 95, ...",0,0,,,0,0,6,,348,486,144
440139,"Sawdust and wood waste and scrap, agglomerated in logs or similar forms (excl. pellets and ...",0,0,,,0,0,140,,205,152,14
440220,"Wood charcoal of shell or nut, whether or not agglomerated (excl. of bamboo, used as a medicament, ...",0,0,,,,,,,0,0,117
440325,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is =>15 cm, whether ...",0,0,,,,,,,54,144,38
551442,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,,,2100,153,315,,201,0,11
551443,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,,,0,118,158,,0,28,571
